训练参数数量: 168/2293760
{'loss': 13.6976, 'grad_norm': 4.873683452606201, 'learning_rate': 0.0002992436974789916, 'epoch': 0.01}
{'loss': 5.1776, 'grad_norm': 2.823120355606079, 'learning_rate': 0.00010344537815126049, 'epoch': 1.97}
{'loss': 5.0773, 'grad_norm': 2.75095534324646, 'learning_rate': 0.00010260504201680671, 'epoch': 1.97}
{'loss': 4.9461, 'grad_norm': 2.944244861602783, 'learning_rate': 0.00010176470588235293, 'epoch': 1.98}
{'loss': 5.154, 'grad_norm': 3.588313579559326, 'learning_rate': 0.00010092436974789915, 'epoch': 1.99}
{'loss': 4.9465, 'grad_norm': 3.667837381362915, 'learning_rate': 0.00010008403361344536, 'epoch': 2.0}
{'eval_loss': 7.768915176391602, 'eval_runtime': 773.8362, 'eval_samples_per_second': 5.571, 'eval_steps_per_second': 2.786, 'epoch': 2.0}
{'loss': 5.1425, 'grad_norm': 2.537212610244751, 'learning_rate': 9.924369747899158e-05, 'epoch': 2.01}
{'loss': 5.3247, 'grad_norm': 2.525348424911499, 'learning_rate': 9.84033613445378e-05, 'epoch': 2.02}
{'loss': 4.9355, 'grad_norm': 2.6001830101013184, 'learning_rate': 9.756302521008403e-05, 'epoch': 2.03}
{'loss': 5.0503, 'grad_norm': 2.428152084350586, 'learning_rate': 9.672268907563026e-05, 'epoch': 2.03}
{'loss': 4.9573, 'grad_norm': 3.0823121070861816, 'learning_rate': 9.588235294117645e-05, 'epoch': 2.04}
{'loss': 5.0834, 'grad_norm': 2.8156051635742188, 'learning_rate': 9.504201680672268e-05, 'epoch': 2.05}
{'loss': 4.969, 'grad_norm': 3.165508270263672, 'learning_rate': 9.42016806722689e-05, 'epoch': 2.06}
{'loss': 4.978, 'grad_norm': 2.6859755516052246, 'learning_rate': 9.336134453781512e-05, 'epoch': 2.07}
{'loss': 4.9609, 'grad_norm': 2.988337755203247, 'learning_rate': 9.252100840336134e-05, 'epoch': 2.08}
{'loss': 5.0738, 'grad_norm': 2.5133938789367676, 'learning_rate': 9.168067226890756e-05, 'epoch': 2.08}
{'loss': 4.819, 'grad_norm': 2.7139670848846436, 'learning_rate': 9.084033613445377e-05, 'epoch': 2.09}
{'loss': 5.0949, 'grad_norm': 2.742539405822754, 'learning_rate': 8.999999999999999e-05, 'epoch': 2.1}
{'loss': 5.2677, 'grad_norm': 2.523900032043457, 'learning_rate': 8.915966386554621e-05, 'epoch': 2.11}
{'loss': 4.8867, 'grad_norm': 2.3606743812561035, 'learning_rate': 8.831932773109243e-05, 'epoch': 2.12}
{'loss': 4.9075, 'grad_norm': 2.297869920730591, 'learning_rate': 8.747899159663865e-05, 'epoch': 2.13}
{'loss': 4.6912, 'grad_norm': 2.9129221439361572, 'learning_rate': 8.663865546218486e-05, 'epoch': 2.13}
{'loss': 4.9158, 'grad_norm': 3.4990670680999756, 'learning_rate': 8.579831932773108e-05, 'epoch': 2.14}
{'loss': 5.1219, 'grad_norm': 2.7645061016082764, 'learning_rate': 8.49579831932773e-05, 'epoch': 2.15}
{'loss': 5.0062, 'grad_norm': 2.7377233505249023, 'learning_rate': 8.411764705882352e-05, 'epoch': 2.16}
{'loss': 5.0729, 'grad_norm': 2.5644726753234863, 'learning_rate': 8.327731092436974e-05, 'epoch': 2.17}
{'loss': 5.088, 'grad_norm': 2.7304141521453857, 'learning_rate': 8.243697478991596e-05, 'epoch': 2.18}
{'loss': 5.0611, 'grad_norm': 2.4471614360809326, 'learning_rate': 8.159663865546217e-05, 'epoch': 2.18}
{'loss': 4.9959, 'grad_norm': 2.411076784133911, 'learning_rate': 8.075630252100839e-05, 'epoch': 2.19}
{'loss': 4.9712, 'grad_norm': 3.0488460063934326, 'learning_rate': 7.991596638655461e-05, 'epoch': 2.2}
{'loss': 5.0703, 'grad_norm': 2.884570598602295, 'learning_rate': 7.907563025210083e-05, 'epoch': 2.21}
{'loss': 5.02, 'grad_norm': 3.103393077850342, 'learning_rate': 7.823529411764705e-05, 'epoch': 2.22}
{'loss': 4.8079, 'grad_norm': 4.117940902709961, 'learning_rate': 7.739495798319327e-05, 'epoch': 2.23}
{'loss': 5.3652, 'grad_norm': 2.3727991580963135, 'learning_rate': 7.655462184873948e-05, 'epoch': 2.24}
{'loss': 5.0545, 'grad_norm': 2.781491994857788, 'learning_rate': 7.57142857142857e-05, 'epoch': 2.24}
{'loss': 4.9755, 'grad_norm': 3.0100347995758057, 'learning_rate': 7.487394957983192e-05, 'epoch': 2.25}
{'loss': 5.0175, 'grad_norm': 2.663412570953369, 'learning_rate': 7.403361344537815e-05, 'epoch': 2.26}
{'loss': 5.1213, 'grad_norm': 2.715012788772583, 'learning_rate': 7.319327731092436e-05, 'epoch': 2.27}
{'loss': 4.9796, 'grad_norm': 2.695056915283203, 'learning_rate': 7.235294117647058e-05, 'epoch': 2.28}
{'loss': 5.0838, 'grad_norm': 2.916707992553711, 'learning_rate': 7.15126050420168e-05, 'epoch': 2.29}
{'loss': 5.3562, 'grad_norm': 3.1277921199798584, 'learning_rate': 7.067226890756302e-05, 'epoch': 2.29}
{'loss': 5.1365, 'grad_norm': 2.3787906169891357, 'learning_rate': 6.983193277310924e-05, 'epoch': 2.3}
{'loss': 4.8753, 'grad_norm': 3.2701990604400635, 'learning_rate': 6.899159663865545e-05, 'epoch': 2.31}
{'loss': 5.0352, 'grad_norm': 2.9028115272521973, 'learning_rate': 6.815126050420167e-05, 'epoch': 2.32}
{'loss': 4.9631, 'grad_norm': 3.094416856765747, 'learning_rate': 6.731092436974789e-05, 'epoch': 2.33}
{'loss': 4.9668, 'grad_norm': 2.579749584197998, 'learning_rate': 6.647058823529411e-05, 'epoch': 2.34}
{'loss': 5.2078, 'grad_norm': 2.2932815551757812, 'learning_rate': 6.563025210084033e-05, 'epoch': 2.34}
{'loss': 4.6752, 'grad_norm': 2.9209535121917725, 'learning_rate': 6.478991596638655e-05, 'epoch': 2.35}
{'loss': 5.0249, 'grad_norm': 3.1838715076446533, 'learning_rate': 6.394957983193276e-05, 'epoch': 2.36}
{'loss': 4.9566, 'grad_norm': 2.802860736846924, 'learning_rate': 6.310924369747898e-05, 'epoch': 2.37}
{'loss': 4.7958, 'grad_norm': 2.5962138175964355, 'learning_rate': 6.226890756302521e-05, 'epoch': 2.38}
{'loss': 4.8192, 'grad_norm': 2.7957048416137695, 'learning_rate': 6.142857142857142e-05, 'epoch': 2.39}
{'loss': 4.9468, 'grad_norm': 3.040477752685547, 'learning_rate': 6.058823529411764e-05, 'epoch': 2.39}
{'loss': 5.1423, 'grad_norm': 3.190791130065918, 'learning_rate': 5.9747899159663855e-05, 'epoch': 2.4}
{'loss': 4.9292, 'grad_norm': 5.197068691253662, 'learning_rate': 5.8907563025210076e-05, 'epoch': 2.41}
{'loss': 4.8341, 'grad_norm': 3.3196656703948975, 'learning_rate': 5.8067226890756296e-05, 'epoch': 2.42}
{'loss': 5.1985, 'grad_norm': 3.100348949432373, 'learning_rate': 5.722689075630251e-05, 'epoch': 2.43}
{'loss': 5.0812, 'grad_norm': 3.2529842853546143, 'learning_rate': 5.638655462184873e-05, 'epoch': 2.44}
{'loss': 4.9736, 'grad_norm': 3.154653310775757, 'learning_rate': 5.554621848739496e-05, 'epoch': 2.45}
{'loss': 5.2568, 'grad_norm': 2.8750479221343994, 'learning_rate': 5.470588235294117e-05, 'epoch': 2.45}
{'loss': 4.9073, 'grad_norm': 2.8619778156280518, 'learning_rate': 5.386554621848739e-05, 'epoch': 2.46}
{'loss': 5.1567, 'grad_norm': 3.1658499240875244, 'learning_rate': 5.302521008403361e-05, 'epoch': 2.47}
{'loss': 4.7914, 'grad_norm': 3.1158177852630615, 'learning_rate': 5.2184873949579826e-05, 'epoch': 2.48}
{'loss': 4.8457, 'grad_norm': 3.07523512840271, 'learning_rate': 5.134453781512605e-05, 'epoch': 2.49}
{'loss': 4.6842, 'grad_norm': 3.246530771255493, 'learning_rate': 5.050420168067227e-05, 'epoch': 2.5}
{'loss': 5.0731, 'grad_norm': 2.4500763416290283, 'learning_rate': 4.966386554621848e-05, 'epoch': 2.5}
{'loss': 4.8248, 'grad_norm': 3.1238622665405273, 'learning_rate': 4.88235294117647e-05, 'epoch': 2.51}
{'loss': 4.9516, 'grad_norm': 3.0061492919921875, 'learning_rate': 4.7983193277310915e-05, 'epoch': 2.52}
{'loss': 5.0025, 'grad_norm': 2.3839547634124756, 'learning_rate': 4.7142857142857136e-05, 'epoch': 2.53}
{'loss': 4.7784, 'grad_norm': 3.5927534103393555, 'learning_rate': 4.6302521008403356e-05, 'epoch': 2.54}
{'loss': 4.9531, 'grad_norm': 3.180940866470337, 'learning_rate': 4.546218487394957e-05, 'epoch': 2.55}
{'loss': 5.2371, 'grad_norm': 2.4930648803710938, 'learning_rate': 4.46218487394958e-05, 'epoch': 2.55}
{'loss': 4.9479, 'grad_norm': 2.7577269077301025, 'learning_rate': 4.378151260504202e-05, 'epoch': 2.56}
{'loss': 4.9628, 'grad_norm': 2.8521506786346436, 'learning_rate': 4.294117647058823e-05, 'epoch': 2.57}
{'loss': 5.3522, 'grad_norm': 2.8687663078308105, 'learning_rate': 4.210084033613445e-05, 'epoch': 2.58}
{'loss': 5.0707, 'grad_norm': 3.2161686420440674, 'learning_rate': 4.126050420168067e-05, 'epoch': 2.59}
{'loss': 4.8688, 'grad_norm': 3.009155750274658, 'learning_rate': 4.0420168067226886e-05, 'epoch': 2.6}
{'loss': 5.0133, 'grad_norm': 3.7715611457824707, 'learning_rate': 3.957983193277311e-05, 'epoch': 2.61}
{'loss': 5.3193, 'grad_norm': 2.238753318786621, 'learning_rate': 3.873949579831933e-05, 'epoch': 2.61}
{'loss': 5.0844, 'grad_norm': 2.3897619247436523, 'learning_rate': 3.789915966386554e-05, 'epoch': 2.62}
{'loss': 5.0417, 'grad_norm': 2.5074543952941895, 'learning_rate': 3.705882352941176e-05, 'epoch': 2.63}
{'loss': 4.9313, 'grad_norm': 3.0402395725250244, 'learning_rate': 3.621848739495798e-05, 'epoch': 2.64}
{'loss': 4.8358, 'grad_norm': 2.6875288486480713, 'learning_rate': 3.5378151260504196e-05, 'epoch': 2.65}
{'loss': 5.1265, 'grad_norm': 2.9861459732055664, 'learning_rate': 3.4537815126050416e-05, 'epoch': 2.66}
{'loss': 4.9628, 'grad_norm': 2.9429914951324463, 'learning_rate': 3.369747899159664e-05, 'epoch': 2.66}
{'loss': 4.9342, 'grad_norm': 3.4239988327026367, 'learning_rate': 3.285714285714286e-05, 'epoch': 2.67}
{'loss': 5.0926, 'grad_norm': 2.4682977199554443, 'learning_rate': 3.201680672268907e-05, 'epoch': 2.68}
{'loss': 5.1074, 'grad_norm': 2.666109085083008, 'learning_rate': 3.117647058823529e-05, 'epoch': 2.69}
{'loss': 5.1062, 'grad_norm': 2.8358521461486816, 'learning_rate': 3.0336134453781512e-05, 'epoch': 2.7}
{'loss': 4.9734, 'grad_norm': 3.014270544052124, 'learning_rate': 2.949579831932773e-05, 'epoch': 2.71}
{'loss': 4.8449, 'grad_norm': 3.024172067642212, 'learning_rate': 2.8655462184873946e-05, 'epoch': 2.71}
{'loss': 5.0053, 'grad_norm': 3.8706588745117188, 'learning_rate': 2.7815126050420167e-05, 'epoch': 2.72}
{'loss': 4.9903, 'grad_norm': 3.0011115074157715, 'learning_rate': 2.6974789915966384e-05, 'epoch': 2.73}
{'loss': 5.0723, 'grad_norm': 2.510253667831421, 'learning_rate': 2.61344537815126e-05, 'epoch': 2.74}
{'loss': 4.9135, 'grad_norm': 2.5811288356781006, 'learning_rate': 2.5294117647058825e-05, 'epoch': 2.75}
{'loss': 5.1253, 'grad_norm': 2.149822950363159, 'learning_rate': 2.4453781512605042e-05, 'epoch': 2.76}
{'loss': 4.9478, 'grad_norm': 3.7345683574676514, 'learning_rate': 2.361344537815126e-05, 'epoch': 2.76}
{'loss': 5.1922, 'grad_norm': 2.7757604122161865, 'learning_rate': 2.2773109243697476e-05, 'epoch': 2.77}
{'loss': 4.9765, 'grad_norm': 2.6243364810943604, 'learning_rate': 2.1932773109243697e-05, 'epoch': 2.78}
{'loss': 5.038, 'grad_norm': 2.784010410308838, 'learning_rate': 2.1092436974789914e-05, 'epoch': 2.79}
{'loss': 4.8737, 'grad_norm': 3.436079740524292, 'learning_rate': 2.025210084033613e-05, 'epoch': 2.8}
{'loss': 5.2488, 'grad_norm': 2.942871570587158, 'learning_rate': 1.9411764705882355e-05, 'epoch': 2.81}
{'loss': 5.1557, 'grad_norm': 2.9967222213745117, 'learning_rate': 1.8571428571428572e-05, 'epoch': 2.82}
{'loss': 5.0067, 'grad_norm': 2.245544672012329, 'learning_rate': 1.773109243697479e-05, 'epoch': 2.82}
{'loss': 4.9129, 'grad_norm': 2.964693307876587, 'learning_rate': 1.6890756302521006e-05, 'epoch': 2.83}
{'loss': 5.2016, 'grad_norm': 2.585482358932495, 'learning_rate': 1.6050420168067223e-05, 'epoch': 2.84}
{'loss': 5.1174, 'grad_norm': 2.8612895011901855, 'learning_rate': 1.5210084033613444e-05, 'epoch': 2.85}
{'loss': 5.0527, 'grad_norm': 3.0957043170928955, 'learning_rate': 1.4369747899159664e-05, 'epoch': 2.86}
{'loss': 5.1229, 'grad_norm': 3.118781089782715, 'learning_rate': 1.3529411764705881e-05, 'epoch': 2.87}
{'loss': 4.9944, 'grad_norm': 3.207848072052002, 'learning_rate': 1.26890756302521e-05, 'epoch': 2.87}
{'loss': 5.0327, 'grad_norm': 2.7104427814483643, 'learning_rate': 1.1848739495798317e-05, 'epoch': 2.88}
{'loss': 4.9722, 'grad_norm': 3.586151361465454, 'learning_rate': 1.1008403361344538e-05, 'epoch': 2.89}
{'loss': 5.1407, 'grad_norm': 3.1085877418518066, 'learning_rate': 1.0168067226890755e-05, 'epoch': 2.9}
{'loss': 4.8515, 'grad_norm': 2.747662305831909, 'learning_rate': 9.327731092436973e-06, 'epoch': 2.91}
{'loss': 5.1011, 'grad_norm': 3.22271990776062, 'learning_rate': 8.487394957983192e-06, 'epoch': 2.92}
{'loss': 5.118, 'grad_norm': 2.532416582107544, 'learning_rate': 7.647058823529411e-06, 'epoch': 2.92}
{'loss': 4.9754, 'grad_norm': 3.1086676120758057, 'learning_rate': 6.806722689075629e-06, 'epoch': 2.93}
{'loss': 5.0159, 'grad_norm': 2.4413301944732666, 'learning_rate': 5.966386554621848e-06, 'epoch': 2.94}
{'loss': 4.9422, 'grad_norm': 3.237001657485962, 'learning_rate': 5.126050420168067e-06, 'epoch': 2.95}
{'loss': 4.9532, 'grad_norm': 2.5394177436828613, 'learning_rate': 4.2857142857142855e-06, 'epoch': 2.96}
{'loss': 5.0029, 'grad_norm': 2.567232847213745, 'learning_rate': 3.4453781512605043e-06, 'epoch': 2.97}
